Detailed Results ,,,,,,,,,,,
Constituency No.,Constituency Name,Candidate Name,Candidate Sex,Candidate Age,Candidate Category, Party Name, VALID VOTES POLLED in General, VALID VOTES POLLED in Postal, Total Valid Votes,Total Electors,Total Votes
75,Domkal,ANISUR RAHAMAN SEKH,M,49,GEN,IND,385,0,385,233841,195962
75,Domkal,SAMSUZZAMAN,M,49,GEN,SUCI,353,5,358,233841,195962
76,Jalangi,ABDUR RAZZAK,M,58,GEN,CPM,95729,521,96250,228358,191526
76,Jalangi,ALOK DAS,M,61,GEN,AITC,70828,155,70983,228358,191526
76,Jalangi,CHANDAN MONDAL,M,45,GEN,BJP,14037,13,14050,228358,191526
76,Jalangi,None of the Above,NOTA,2444,1,2445,228358,191526
76,Jalangi,SULOCHAN MANDAL,M,31,SC,IND,1569,0,1569,228358,191526
76,Jalangi,GAJIAR RAHAMAN,M,45,GEN,IUML,1429,1,1430,228358,191526
76,Jalangi,SARFARAJ NOWAJ,M,39,GEN,IND,1159,3,1162,228358,191526
76,Jalangi,GOLAM KIBRIA SARKAR,M,40,GEN,WPOI,755,3,758,228358,191526
76,Jalangi,SUJAY KUMAR GUHA,M,52,GEN,BSP,740,0,740,228358,191526
76,Jalangi,SUBIR KUMAR SARKAR,M,40,SC,AMB,706,0,706,228358,191526
76,Jalangi,ENAMUL HAQUE MANDAL,M,55,GEN,SUCI,484,2,486,228358,191526
76,Jalangi,MOHIKHIT DAS,M,31,SC,IND,484,0,484,228358,191526
76,Jalangi,JIAUR RAHAMAN,M,45,GEN,MPOI,463,0,463,228358,191526
77,Karimpur,MAHUA MOITRA,F,42,GEN,AITC,90460,529,90989,227166,201106
77,Karimpur,SAMARENDRANATH GHOSH,M,45,GEN,CPM,74383,617,75000,227166,201106
77,Karimpur,SUBHASIS BHATTACHARYYA(ANANDA),M,59,GEN,BJP,23269,33,23302,227166,201106
77,Karimpur,MAHITOSH SARKAR,M,44,GEN,SHS,4554,0,4554,227166,201106
77,Karimpur,SAHABUDDIN MANDAL,M,46,GEN,WPOI,2134,6,2140,227166,201106
77,Karimpur,JITENDRA NATH HALDER,M,67,SC,BSP,1768,1,1769,227166,201106
77,Karimpur,None of the Above,NOTA,1446,3,1449,227166,201106
77,Karimpur,AZAD RAHAMAN,M,51,GEN,SUCI,1104,0,1104,227166,201106
77,Karimpur,REJAUL SEKH,M,70,GEN,IUML,798,1,799,227166,201106
78,Tehatta,DUTTA GOURI SANKAR,M,64,GEN,AITC,97104,507,97611,230569,199060
78,Tehatta,RANJIT KUMAR MANDAL,M,58,GEN,CPM,79631,584,80215,230569,199060
78,Tehatta,ARJUN KUMAR BISWAS,M,47,GEN,BJP,16780,29,16809,230569,199060
78,Tehatta,ARABINDA BISWAS,M,55,SC,BSP,1916,2,1918,230569,199060
78,Tehatta,None of the Above,NOTA,1439,5,1444,230569,199060
78,Tehatta,SHERFUL ANSARY,M,53,GEN,SUCI,1062,1,1063,230569,199060
79,Palashipara,TAPAS KUMAR SAHA,M,56,GEN,AITC,81848,279,82127,218181,182560
79,Palashipara,S.M.SADI,M,56,GEN,CPM,76172,396,76568,218181,182560
79,Palashipara,BIBHASH MANDAL,M,50,GEN,BJP,14014,14,14028,218181,182560
79,Palashipara,MONOJ RAY,M,40,GEN,SHS,3117,0,3117,218181,182560
79,Palashipara,BATSHOBHA SEKH,F,59,GEN,SUCI,2568,3,2571,218181,182560
79,Palashipara,None of the Above,NOTA,1984,6,1990,218181,182560
79,Palashipara,DWIJEN BISWAS,M,40,SC,BSP,1575,1,1576,218181,182560
79,Palashipara,F.R. SEKH,M,46,GEN,SDPI,583,0,583,218181,182560
80,Kaliganj,HASANUZZAMAN SK,M,42,GEN,INC,84792,333,85125,217026,186486
80,Kaliganj,AHAMED NASIRUDDIN (LAL),M,63,GEN,AITC,83526,372,83898,217026,186486
80,Kaliganj,SAIKAT SARKAR,M,31,GEN,BJP,10350,23,10373,217026,186486
80,Kaliganj,None of the Above,NOTA,2348,1,2349,217026,186486
80,Kaliganj,HARROJ ALI SHAIKH,M,64,GEN,SUCI,1115,4,1119,217026,186486
80,Kaliganj,BIPLAB ROY,M,28,SC,SHS,1075,0,1075,217026,186486
80,Kaliganj,ALTAF HOSSAIN SEKH,M,66,GEN,CPI(ML)(L),946,0,946,217026,186486
80,Kaliganj,SUNIL MANDAL,M,63,SC,BSP,890,0,890,217026,186486
80,Kaliganj,SWAPAN MODAK,M,61,GEN,SP,711,0,711,217026,186486
81,Nakashipara,KALLOL KHAN,M,62,GEN,AITC,87593,439,88032,221339,189085
81,Nakashipara,TANMAY GANGULI,M,46,GEN,CPM,81230,552,81782,221339,189085
81,Nakashipara,ANUP KUMAR MONDAL,M,38,SC,BJP,12692,32,12724,221339,189085
81,Nakashipara,SISIR BASAK,M,50,GEN,CPI(ML)(L),1768,0,1768,221339,189085
81,Nakashipara,SWAPAN  MONDAL,M,56,SC,AMB,1732,0,1732,221339,189085
81,Nakashipara,None of the Above,NOTA,1570,1,1571,221339,189085
81,Nakashipara,SHIPANKAR HALDAR,M,32,SC,BSP,1475,1,1476,221339,189085
82,Chapra,RUKBANUR RAHMAN,M,46,GEN,AITC,89091,465,89556,219864,187395
82,Chapra,SHAMSUL ISLAM MOLLAH,M,62,GEN,CPM,75657,436,76093,219864,187395
82,Chapra,SUTIRTHA CHAKRABORTY(CHUNI),M,40,GEN,BJP,14877,10,14887,219864,187395
82,Chapra,SAMARESH BISWAS,M,41,SC,SHS,4081,0,4081,219864,187395
82,Chapra,None of the Above,NOTA,1890,4,1894,219864,187395
82,Chapra,DHANANJAY GANGULY,M,61,GEN,CPI(ML)(L),883,1,884,219864,187395
83,Krishnanagar Uttar,ABANI MOHAN JOARDAR,M,72,GEN,AITC,82209,655,82864,219383,187738
83,Krishnanagar Uttar,ASIM KUMAR SAHA,M,65,GEN,INC,68757,1192,69949,219383,187738
83,Krishnanagar Uttar,CHANCHAL KUMAR BISWAS,M,59,GEN,BJP,26723,73,26796,219383,187738
83,Krishnanagar Uttar,None of the Above,NOTA,3154,21,3175,219383,187738
83,Krishnanagar Uttar,PRABIR KUMAR GHOSH,M,37,GEN,SHS,1603,2,1605,219383,187738
83,Krishnanagar Uttar,ASHOKE CHANDRA DAS,M,43,SC,BSP,1548,0,1548,219383,187738
83,Krishnanagar Uttar,KAMAL KANTI DATTA,M,61,GEN,SUCI,977,1,978,219383,187738
83,Krishnanagar Uttar,AMAL TARAFDAR,M,70,GEN,CPI(ML)(L),822,1,823,219383,187738
84,Nabadwip,PUNDARIKAKSHYA SAHA,M,61,GEN,AITC,101746,482,102228,225935,194772
84,Nabadwip,SUMIT BISWAS,M,42,GEN,CPM,66039,393,66432,225935,194772
84,Nabadwip,GAUTAM PAL,M,54,GEN,BJP,17514,23,17537,225935,194772
84,Nabadwip,BRAJAMOHAN CHAKRABORTY,M,57,GEN,SHS,2890,0,2890,225935,194772
84,Nabadwip,None of the Above,NOTA,2135,4,2139,225935,194772
84,Nabadwip,UTPALA BISWAS,F,63,SC,BSP,1913,1,1914,225935,194772
84,Nabadwip,PARIKSHIT PAUL,M,61,GEN,CPI(ML)(L),1632,0,1632,225935,194772
85,Krishnanagar Dakshin,UJJAL BISWAS,M,62,GEN,AITC,80278,433,80711,201791,177064
85,Krishnanagar Dakshin,MEGHLAL SHEIKH,M,60,GEN,CPM,67452,445,67897,201791,177064
85,Krishnanagar Dakshin,MAHADEV SARKAR,M,46,SC,BJP,22812,38,22850,201791,177064
85,Krishnanagar Dakshin,None of the Above,NOTA,2537,1,2538,201791,177064
85,Krishnanagar Dakshin,SUDEB SARKAR,M,31,SC,BSP,1841,1,1842,201791,177064
85,Krishnanagar Dakshin,ANCHHARUL HAQUE BISWAS,M,49,GEN,CPI(ML)(L),1226,0,1226,201791,177064
86,Santipur,ARINDAM BHATTACHARYA,M,36,GEN,INC,103165,401,103566,225358,200080
86,Santipur,AJOY DEY,M,63,GEN,AITC,83626,452,84078,225358,200080
86,Santipur,SWAPAN KUMAR DAM,M,51,GEN,BJP,7488,7,7495,225358,200080
86,Santipur,None of the Above,NOTA,1899,2,1901,225358,200080
86,Santipur,SAOKAT ALI,M,39,GEN,GMM,1639,0,1639,225358,200080
86,Santipur,DINESH RAY,M,31,GEN,SHS,882,0,882,225358,200080
86,Santipur,NAJIMA BIBI KAYAL,F,46,GEN,SDPI,519,0,519,225358,200080
87,Ranaghat Uttar paschim,SANKAR SINGHA,M,66,GEN,INC,108829,778,109607,243481,210586
87,Ranaghat Uttar paschim,PARTHASARATHI CHATTERJEE (BABU),M,62,GEN,AITC,85571,616,86187,243481,210586
87,Ranaghat Uttar paschim,ANAL BISWAS,M,39,GEN,BJP,10209,16,10225,243481,210586
87,Ranaghat Uttar paschim,None of the Above,NOTA,1821,8,1829,243481,210586
87,Ranaghat Uttar paschim,AMAL SARKAR,M,36,SC,BSP,1478,2,1480,243481,210586
87,Ranaghat Uttar paschim,MANOJ KIRTANIYA,M,37,GEN,SUCI,1257,1,1258,243481,210586
88,Krishnaganj,SATYAJIT BISWAS,M,36,SC,AITC,113873,753,114626,251773,213392
88,Krishnaganj,MRINAL BISWAS(MINI),M,37,SC,CPM,70296,402,70698,251773,213392
88,Krishnaganj,SUJIT KUMAR BISWAS,M,48,SC,BJP,17715,26,17741,251773,213392
88,Krishnaganj,NITYA GOPAL MONDAL,M,30,SC,INC,4170,5,4175,251773,213392
88,Krishnaganj,RAJNATH SARKAR,M,60,SC,BSP,2192,5,2197,251773,213392
88,Krishnaganj,None of the Above,NOTA,1789,6,1795,251773,213392
88,Krishnaganj,BIPLAB KUMAR GOLDER,M,59,SC,NDPOI,1245,0,1245,251773,213392
88,Krishnaganj,APURBA BISWAS,M,38,SC,SUCI,914,1,915,251773,213392
89,Ranaghat Uttar Purba,SAMIR KUMAR PODDAR,M,53,SC,AITC,92604,611,93215,238807,193678
89,Ranaghat Uttar Purba,BABUSONA SARKAR,M,28,SC,CPM,77734,509,78243,238807,193678
89,Ranaghat Uttar Purba,NIKHIL RANJAN SARKAR,M,52,SC,BJP,15445,22,15467,238807,193678
89,Ranaghat Uttar Purba,PRADIP KUMAR SARKAR,M,61,SC,BSP,2296,5,2301,238807,193678
89,Ranaghat Uttar Purba,None of the Above,NOTA,1642,3,1645,238807,193678
89,Ranaghat Uttar Purba,JAGADISH MONDAL,M,63,SC,SUCI,1494,2,1496,238807,193678
89,Ranaghat Uttar Purba,DEBADRITA BISWAS,F,29,SC,NDPOI,1309,2,1311,238807,193678
90,Ranaghat Dakshin,RAMA BISWAS,F,53,SC,CPM,103483,676,104159,257811,219215
90,Ranaghat Dakshin,ABIR RANJAN BISWAS,M,44,SC,AITC,86508,398,86906,257811,219215
90,Ranaghat Dakshin,SUSMIT RANJAN HALDAR,M,44,SC,BJP,18082,32,18114,257811,219215
90,Ranaghat Dakshin,None of the Above,NOTA,3632,8,3640,257811,219215
90,Ranaghat Dakshin,PRASANTA BISWAS,M,51,SC,BSP,2407,0,2407,257811,219215
90,Ranaghat Dakshin,TUSHAR BISWAS,M,26,SC,IND,1490,0,1490,257811,219215
90,Ranaghat Dakshin,MANMATHA BISWAS,M,56,SC,NDPOI,1050,0,1050,257811,219215
90,Ranaghat Dakshin,BIBHUTI MONDAL,M,52,SC,IND,790,0,790,257811,219215
90,Ranaghat Dakshin,TAPAN HALDER,M,46,SC,IND,659,0,659,257811,219215
91,Chakdaha,KAR RATNA GHOSH,F,51,GEN,AITC,93582,659,94241,223765,189886
91,Chakdaha,BISWANATH GUPTA,M,46,GEN,CPM,70004,584,70588,223765,189886
91,Chakdaha,PRADIP KUMAR SARKAR,M,41,SC,BJP,16269,25,16294,223765,189886
91,Chakdaha,None of the Above,NOTA,2732,7,2739,223765,189886
91,Chakdaha,SARNAB BOSE,M,25,GEN,SHS,2579,0,2579,223765,189886
91,Chakdaha,DHIRENDRA MAJUMDAR,M,49,SC,BSP,2074,3,2077,223765,189886
91,Chakdaha,ASHOK KUMAR KUNDU,M,55,GEN,PDS,1368,0,1368,223765,189886
92,Kalyani,DR. RAMENDRA NATH BISWAS,M,75,SC,AITC,95149,646,95795,232145,189788
92,Kalyani,ALAKESH DAS,M,52,SC,CPM,68843,857,69700,232145,189788
92,Kalyani,DR. RANAJIT KUMAR BISWAS,M,58,SC,BJP,15674,36,15710,232145,189788
92,Kalyani,None of the Above,NOTA,2839,12,2851,232145,189788
92,Kalyani,BIPLAB MAJUMDAR,M,30,SC,SHS,2355,0,2355,232145,189788
92,Kalyani,TUSHAR KANTI BISWAS,M,56,SC,BSP,2315,4,2319,232145,189788
92,Kalyani,SAMARESH BISWAS,M,50,SC,PDS,1055,3,1058,232145,189788
93,Haringhata,NILIMA NAG (MALLICK),F,57,SC,AITC,93955,575,94530,219310,191359
93,Haringhata,AJOY DAS,M,37,SC,CPM,72700,481,73181,219310,191359
93,Haringhata,SURESH SIKDAR,M,32,SC,BJP,15784,9,15793,219310,191359
93,Haringhata,None of the Above,NOTA,1950,3,1953,219310,191359
93,Haringhata,JAGADISH CHANDRA HALDER,M,68,SC,SHS,1910,0,1910,219310,191359
93,Haringhata,BIDYUT MALLICK,M,35,SC,BSP,1586,2,1588,219310,191359
93,Haringhata,MADHAB BISWAS,M,55,SC,PDS,1570,0,1570,219310,191359
93,Haringhata,PROBODH KUMAR SARKAR,M,41,SC,SUCI,834,0,834,219310,191359
94,Bagdah,DULAL CHANDRA BAR,M,50,SC,INC,101550,476,102026,258139,205546
94,Bagdah,UPENDRA NATH BISWAS,M,75,SC,AITC,89505,285,89790,258139,205546
94,Bagdah,BIVA MAJUMDER,F,37,SC,BJP,8987,9,8996,258139,205546
94,Bagdah,BIKASH BISWAS,M,36,SC,BSP,1532,6,1538,258139,205546
94,Bagdah,None of the Above,NOTA,1324,1,1325,258139,205546
94,Bagdah,HARISH CHANDRA MONDAL,M,77,SC,IND,792,0,792,258139,205546
94,Bagdah,HIROK GOLDER,M,31,SC,GMM,581,0,581,258139,205546
94,Bagdah,GOUTAM MALO,M,32,SC,RPI(A),498,0,498,258139,205546
95,Bongaon Uttar,BISWAJIT DAS,M,49,SC,AITC,95372,450,95822,229679,189396
95,Bongaon Uttar,SUSHANTA BOWALI,M,35,SC,AIFB,62032,598,62630,229679,189396
95,Bongaon Uttar,K.D. BISWAS,M,65,SC,BJP,21245,17,21262,229679,189396
95,Bongaon Uttar,SUNITI MALLICK,F,58,SC,BSP,4839,1,4840,229679,189396
95,Bongaon Uttar,None of the Above,NOTA,2182,0,2182,229679,189396
95,Bongaon Uttar,JURAN CHANDRA PANDAY,M,44,SC,RPI(A),1290,0,1290,229679,189396
95,Bongaon Uttar,SHYAMSUNDAR HALDER,M,44,SC,SUCI,831,2,833,229679,189396
95,Bongaon Uttar,PINAKI RANJAN BHARATI,M,66,SC,TRMRPPI,536,1,537,229679,189396
96,Bongaon Dakshin,SURAJIT KUMAR BISWAS,M,75,SC,AITC,92003,376,92379,225008,187775
96,Bongaon Dakshin,RAMENDRANATH AUDHYA,M,61,SC,CPM,65006,469,65475,225008,187775
96,Bongaon Dakshin,SWAPAN MAJUMDER,M,34,SC,BJP,24361,23,24384,225008,187775
96,Bongaon Dakshin,PRADIP KUMAR SARKAR,M,38,SC,BSP,1615,1,1616,225008,187775
96,Bongaon Dakshin,None of the Above,NOTA,1510,2,1512,225008,187775
96,Bongaon Dakshin,DIPANKAR MANDAL,M,34,SC,AMB,1484,0,1484,225008,187775
96,Bongaon Dakshin,PRANBALLABH PATHAK,M,63,SC,CPI(ML)(L),922,3,925,225008,187775
97,Gaighata,PULIN BIHARI RAY,M,76,SC,AITC,93479,333,93812,224311,192949
97,Gaighata,KAPIL KRISHNA THAKUR,M,59,SC,CPI,63713,527,64240,224311,192949
97,Gaighata,SANKAR THAKUR,M,41,SC,BJP,28772,24,28796,224311,192949
97,Gaighata,None of the Above,NOTA,1583,4,1587,224311,192949
97,Gaighata,ANIL BAIRAGI,M,49,SC,BSP,1502,0,1502,224311,192949
97,Gaighata,NANDITA MONDAL,F,35,SC,IND,1387,1,1388,224311,192949
97,Gaighata,NANIBALA BISWAS ( DAS),F,46,SC,SUCI,917,0,917,224311,192949
97,Gaighata,BIKASH BISWAS,M,47,SC,IND,707,0,707,224311,192949
98,Swarupnagar (SC),BINA MANDAL,F,39,SC,AITC,93507,300,93807,225291,193161
98,Swarupnagar (SC),DHIMAN SARKAR,M,36,SC,CPM,81524,342,81866,225291,193161
98,Swarupnagar (SC),MIHIR KUMAR BAGCHI,M,47,SC,BJP,12859,7,12866,225291,193161
98,Swarupnagar (SC),None of the Above,NOTA,1915,1,1916,225291,193161
98,Swarupnagar (SC),SHIBANI HALDER,F,47,SC,SUCI,1617,1,1618,225291,193161
98,Swarupnagar (SC),SANTOSH KUMAR BISWAS,M,47,SC,BSP,1088,0,1088,225291,193161
99,Baduria,ABDUR RAHIM QUAZI,M,47,GEN,INC,97913,495,98408,223537,196150
99,Baduria,AMIR ALI,M,69,GEN,AITC,76002,161,76163,223537,196150
99,Baduria,DEBIKA MUKHERJEE,F,57,GEN,BJP,17598,31,17629,223537,196150
99,Baduria,None of the Above,NOTA,1651,3,1654,223537,196150
99,Baduria,GOPAL DAS,M,51,SC,BSP,1166,0,1166,223537,196150
99,Baduria,NURUL AMIN MONDAL,M,59,GEN,SUCI,1129,1,1130,223537,196150
100,Habra,JYOTI PRIYA MALLICK,M,58,GEN,AITC,101246,344,101590,219299,187056
100,Habra,ASHIS KANTHA MUKHERJEE,M,58,GEN,CPM,55179,464,55643,219299,187056
100,Habra,GOVINDO DAS,M,45,GEN,BJP,22949,18,22967,219299,187056
100,Habra,None of the Above,NOTA,2053,2,2055,219299,187056
100,Habra,TUSHAR GHOSH,M,53,GEN,SUCI,2029,4,2033,219299,187056
100,Habra,KAMALENDU BALA,M,44,SC,BSP,1353,6,1359,219299,187056
100,Habra,MRITUNJAY MALLIK,M,39,GEN,RPI(A),723,0,723,219299,187056
100,Habra,AJOY DEY,M,51,GEN,IND,686,0,686,219299,187056
101,Ashoknagar,DHIMAN ROY,M,59,GEN,AITC,97826,216,98042,227073,196181
101,Ashoknagar,SATYASEBI KAR,M,53,GEN,CPM,74680,463,75143,227073,196181
101,Ashoknagar,TANUJA CHAKRABORTY,F,45,GEN,BJP,16408,21,16429,227073,196181
101,Ashoknagar,None of the Above,NOTA,1794,4,1798,227073,196181
101,Ashoknagar,TARAKESWAR HAWLADER,M,49,SC,BSP,1580,2,1582,227073,196181
101,Ashoknagar,AJIT KUMAR SARKAR,M,69,SC,RPI(A),1339,0,1339,227073,196181
101,Ashoknagar,JAYASHRI DAS (BASAK),F,47,GEN,CPI(ML)(L),1262,0,1262,227073,196181
101,Ashoknagar,PARIMAL BAISHNAB,M,40,SC,IND,586,0,586,227073,196181
102,Amdanga,RAFIQUR RAHAMAN,M,55,GEN,AITC,96006,187,96193,216064,192395
102,Amdanga,ABDUS SATTAR,M,46,GEN,CPM,72938,290,73228,216064,192395
102,Amdanga,ARINDAM DEY,M,43,GEN,BJP,15668,23,15691,216064,192395
102,Amdanga,None of the Above,NOTA,1804,4,1808,216064,192395
102,Amdanga,MATIAR RAHAMAN BISWAS,M,64,GEN,PDS,1655,0,1655,216064,192395
102,Amdanga,SAFIQUE ALI,M,44,GEN,BSP,1647,0,1647,216064,192395
102,Amdanga,GOUTAM BISWAS,M,40,GEN,SUCI,1176,2,1178,216064,192395
102,Amdanga,KAOSAR ALI MALLIK,M,55,GEN,IND,994,1,995,216064,192395
103,Bijpur,SUBHRANSHU ROY,M,33,GEN,AITC,76744,98,76842,179608,124776
103,Bijpur,DR. RABINDRA NATH MUKHERJEE,M,72,GEN,CPM,28723,165,28888,179608,124776
103,Bijpur,ALO RANI SARKAR,F,47,GEN,BJP,13723,8,13731,179608,124776
103,Bijpur,KALIPADA DEBNATH,M,64,GEN,SUCI,1714,0,1714,179608,124776
103,Bijpur,None of the Above,NOTA,1483,1,1484,179608,124776
103,Bijpur,KRISHNA GOPAL MAJHI,M,41,SC,BSP,1001,0,1001,179608,124776
103,Bijpur,CHIRANTAN MUKHERJEE,M,47,GEN,PDS,629,0,629,179608,124776
103,Bijpur,NIRUPAM MALLICK,M,37,GEN,IND,487,0,487,179608,124776
104,Naihati,PARTHA BHOWMICK,M,52,GEN,AITC,73915,142,74057,180923,146401
104,Naihati,GARGI CHATTERJEE,F,44,GEN,CPM,45208,221,45429,180923,146401
104,Naihati,PHALGUNI PATRA,F,42,GEN,BJP,19960,12,19972,180923,146401
104,Naihati,None of the Above,NOTA,2461,2,2463,180923,146401
104,Naihati,SUBRATA DHAK,M,37,SC,IND,1494,0,1494,180923,146401
104,Naihati,SARIT CHAKRABORTY (BABLI),M,56,GEN,CPI(ML)(L),1190,1,1191,180923,146401
104,Naihati,HARIPADA BISWAS,M,26,SC,BSP,856,0,856,180923,146401
104,Naihati,RAGHUNATH MANDI,M,41,ST,IND,599,0,599,180923,146401
104,Naihati,ANANDA SARKAR,M,27,SC,IND,340,0,340,180923,146401
105,Bhatpara,ARJUN SINGH,M,54,GEN,AITC,59163,90,59253,144737,108577
105,Bhatpara,JITENDRA SHAW (JITU),M,45,GEN,IND,30272,46,30318,144737,108577
105,Bhatpara,RUMESH KUMAR HANDA,M,73,GEN,BJP,14319,14,14333,144737,108577
105,Bhatpara,None of the Above,NOTA,2014,1,2015,144737,108577
105,Bhatpara,GOPAL RAUT,M,46,GEN,IND,788,0,788,144737,108577
105,Bhatpara,PARTHA BHATTACHARYYA,M,52,GEN,SUCI,688,0,688,144737,108577
105,Bhatpara,DHARMENDRA SINGH,M,43,GEN,IND,678,0,678,144737,108577
105,Bhatpara,SHATRUGHNA SINGH,M,61,GEN,IND,504,0,504,144737,108577
106,Jagatdal,PARASH DUTTA,M,68,GEN,AITC,76636,76,76712,208153,165461
106,Jagatdal,HARIPADA BISWAS,M,58,SC,AIFB,49460,207,49667,208153,165461
106,Jagatdal,ARUN KUMAR BRAHMA,M,40,GEN,BJP,30553,22,30575,208153,165461
106,Jagatdal,None of the Above,NOTA,2602,6,2608,208153,165461
106,Jagatdal,SHEO PRASAD TIWARI,M,49,GEN,IND,1731,0,1731,208153,165461
106,Jagatdal,AMAL SEN,M,61,GEN,SUCI,1438,1,1439,208153,165461
106,Jagatdal,VIKASH KUMAR SHAW,M,28,GEN,IND,1393,0,1393,208153,165461
106,Jagatdal,SWAPAN DAS,M,47,GEN,IND,1336,0,1336,208153,165461
107,Noapara,MADHUSUDAN GHOSE,M,78,GEN,INC,79030,518,79548,242190,189193
107,Noapara,MANJU BASU,F,63,GEN,AITC,78237,216,78453,242190,189193
107,Noapara,AMIYA SARKAR,M,52,GEN,BJP,23557,22,23579,242190,189193
107,Noapara,None of the Above,NOTA,3235,1,3236,242190,189193
107,Noapara,BULU SARKAR,F,39,GEN,BSP,2425,4,2429,242190,189193
107,Noapara,UDAY VEER CHOUDHURY,M,38,GEN,IND,1948,0,1948,242190,189193
108,Barrackpur,SILBHADRA DATTA,M,57,GEN,AITC,58050,59,58109,201231,144444
108,Barrackpur,DEBASISH BHOWMICK,M,55,GEN,CPM,50580,210,50790,201231,144444
108,Barrackpur,AMITAVA ROY,M,45,GEN,BJP,29202,25,29227,201231,144444
108,Barrackpur,None of the Above,NOTA,2728,5,2733,201231,144444
108,Barrackpur,TAPAS SARKAR,M,45,SC,BSP,1384,0,1384,201231,144444
108,Barrackpur,SHYAM SUNDAR SHAW (LALI),M,42,GEN,CPIM,1249,0,1249,201231,144444
108,Barrackpur,BRAHMDEO GUPTA,M,48,GEN,IND,952,0,952,201231,144444
109,Khardaha,AMIT MITRA,M,68,GEN,AITC,83612,76,83688,204874,168556
109,Khardaha,ASIM KUMAR DASGUPTA,M,70,GEN,CPM,62218,270,62488,204874,168556
109,Khardaha,MAHADEB BASAK,M,61,GEN,BJP,16311,10,16321,204874,168556
109,Khardaha,None of the Above,NOTA,3162,7,3169,204874,168556
109,Khardaha,SAMAR DAS,M,32,SC,BSP,1567,1,1568,204874,168556
109,Khardaha,PARITOSH SENGUPTA (BHOLA),M,64,GEN,PDS,1322,0,1322,204874,168556
110,Dum Dum Uttar,TANMOY BHATTACHARYA,M,58,GEN,CPM,91663,296,91959,240100,198254
110,Dum Dum Uttar,CHANDRIMA BHATTACHARYA,F,61,GEN,AITC,85339,71,85410,240100,198254
110,Dum Dum Uttar,DR. TAPAN CHANDRA DAS,M,63,GEN,BJP,15413,7,15420,240100,198254
110,Dum Dum Uttar,None of the Above,NOTA,3515,3,3518,240100,198254
110,Dum Dum Uttar,SOVA HOWLADER,F,48,SC,BSP,1946,1,1947,240100,198254
111,Panihati,NIRMAL GHOSH,M,65,GEN,AITC,73492,53,73545,209894,164551
111,Panihati,SANMOY BANDYOPADHYAY,M,54,GEN,INC,70302,213,70515,209894,164551
111,Panihati,DIPAK KUMAR KUNDU (BAPI KUNDU),M,58,SC,BJP,14899,6,14905,209894,164551
111,Panihati,None of the Above,NOTA,2847,7,2854,209894,164551
111,Panihati,JAGADISH ROY,M,63,SC,BSP,1797,0,1797,209894,164551
111,Panihati,MR. RAJARSHI GOSWAMI,M,40,GEN,AAAP,935,0,935,209894,164551
112,Kamarhati,MANASH MUKHERJEE,M,61,GEN,CPM,62023,171,62194,184281,137943
112,Kamarhati,MADAN MITRA,M,61,GEN,AITC,57959,37,57996,184281,137943
112,Kamarhati,KRISHANU MITRA,M,41,GEN,BJP,10790,7,10797,184281,137943
112,Kamarhati,None of the Above,NOTA,2617,6,2623,184281,137943
112,Kamarhati,MANAS MUKHERJEE,M,56,GEN,IND,1009,0,1009,184281,137943
112,Kamarhati,SUBHOJIT DUTTA,M,30,GEN,IND,923,0,923,184281,137943
112,Kamarhati,REKHA DEVI,F,41,SC,BSP,847,1,848,184281,137943
112,Kamarhati,ARCHANA GHATAK,F,55,GEN,CPI(ML)(L),398,1,399,184281,137943
112,Kamarhati,SANTANU CHATTERJEE,M,48,GEN,PDS,352,0,352,184281,137943
112,Kamarhati,BHASKAR ROY,M,42,GEN,IND,342,0,342,184281,137943
112,Kamarhati,SOUMEN MUKHERJEE,M,37,GEN,RAJSP,245,0,245,184281,137943
112,Kamarhati,RAJARSHI GOSWAMI,M,42,GEN,AAAP,215,0,215,184281,137943
113,Baranagar,TAPAS ROY,M,59,GEN,AITC,76473,58,76531,203781,156868
113,Baranagar,SUKUMAR GHOSH,M,65,GEN,RSP,60268,163,60431,203781,156868
113,Baranagar,SUNIL DEY,M,47,GEN,BJP,14168,4,14172,203781,156868
113,Baranagar,None of the Above,NOTA,4124,5,4129,203781,156868
113,Baranagar,SHYAMAL,M,56,GEN,IND,901,0,901,203781,156868
113,Baranagar,PRABIR CHATTERJEE,M,46,GEN,RAJSP,704,0,704,203781,156868
114,Dum dum,BRATYA BASU,M,47,GEN,AITC,81500,79,81579,220783,174562
114,Dum dum,PALASH DAS,M,47,GEN,CPM,72078,185,72263,220783,174562
114,Dum dum,UMA SINGHA,F,51,GEN,BJP,14546,4,14550,220783,174562
114,Dum dum,None of the Above,NOTA,3501,5,3506,220783,174562
114,Dum dum,SUBRATA KUMAR MAJUMDER,M,51,SC,BSP,1704,1,1705,220783,174562
114,Dum dum,SUBRATA SEN,M,49,GEN,IND,959,0,959,220783,174562
115,Rajarhat new town,SABYA SACHI DUTTA,M,50,GEN,AITC,90581,90,90671,235946,198890
115,Rajarhat new town,NARENDRA NATH CHATTERJEE (BALAI),M,70,GEN,CPM,81318,160,81478,235946,198890
115,Rajarhat new town,NUPUR GHOSH,F,52,GEN,BJP,17860,17,17877,235946,198890
115,Rajarhat new town,SK. MD. SALIM,M,43,GEN,WPOI,3086,1,3087,235946,198890
