ac_no,ac_name,STATE/UT NAME,AC NO.,AC NAME,CANDIDATE NAME,SEX,AGE,CATEGORY,PARTY,SYMBOL,GENERAL,POSTAL,TOTAL,% VOTES POLLED,TOTAL ELECTORS
10,Detailed Results,West Bengal,126,Hingalganj,3 RANJAN KUMAR MONDAL,MALE,66,SC,CPI,Ears of Corn And Sickle,5922,86,6008,3.09,228508
10,Detailed Results,West Bengal,126,Hingalganj,4 NOTA,NOTA,NOTA,1734,2,1736,0.89,228508,,,
10,Detailed Results,West Bengal,126,Hingalganj,5 KRISHNA GAYEN,MALE,41,SC,IND,Hand Cart,1156,2,1158,0.59,228508
10,Detailed Results,West Bengal,126,Hingalganj,6 NIRMAL MUDI,MALE,40,SC,BSP,Elephant,836,14,850,0.44,228508
10,Detailed Results,West Bengal,126,Hingalganj,7 SANJIT MONDAL,MALE,45,SC,JASP,Dish Antenna,431,2,433,0.22,228508
10,Detailed Results,TURN OUT,,,,TOTAL:,192707,1974,194681,85.2,,,,,
10,Detailed Results,West Bengal,127,Gosaba,1 JAYANTA NASKAR,MALE,73,SC,AITC,Flowers and Grass,104758,965,105723,53.99,230348
10,Detailed Results,West Bengal,127,Gosaba,2 BARUN PRAMANIK (CHITTA),MALE,55,SC,BJP,Lotus,81515,499,82014,41.88,230348
10,Detailed Results,West Bengal,127,Gosaba,3 ANIL CHANDRA MONDAL,MALE,58,SC,RSP,Spade & Stoker,4848,23,4871,2.49,230348
10,Detailed Results,West Bengal,127,Gosaba,4 HARIPADA MANDAL,MALE,46,SC,BSP,Elephant,1270,1,1271,0.65,230348
10,Detailed Results,West Bengal,127,Gosaba,5 NOTA,NOTA,NOTA,1013,4,1017,0.52,230348,,,
10,Detailed Results,West Bengal,127,Gosaba,6 TAPAN MISTRI,MALE,50,SC,SUCI,Battery torch,910,2,912,0.47,230348
10,Detailed Results,TURN OUT,,,,TOTAL:,194314,1494,195808,85.01,,,,,
10,Detailed Results,West Bengal,128,Basanti,1 SHYAMAL MONDAL,MALE,56,SC,AITC,Flowers and Grass,110508,945,111453,52.1,260681
10,Detailed Results,West Bengal,128,Basanti,2 RAMESH MAJHI,MALE,54,SC,BJP,Lotus,60313,498,60811,28.43,260681
10,Detailed Results,West Bengal,128,Basanti,3 SUBHAS NASKAR,MALE,69,SC,RSP,Spade & Stoker,36489,199,36688,17.15,260681
10,Detailed Results,West Bengal,128,Basanti,4 NOTA,NOTA,NOTA,1905,2,1907,0.89,260681,,,
10,Detailed Results,West Bengal,128,Basanti,5 BISWAJIT MONDAL,MALE,29,SC,IND,Hat,1631,4,1635,0.76,260681
10,Detailed Results,West Bengal,128,Basanti,6 DEBABRATA MONDAL,MALE,35,SC,IND,Football,722,6,728,0.34,260681
10,Detailed Results,West Bengal,128,Basanti,7 NIMAI CHANDRA MONDAL,MALE,72,SC,SUCI,Battery torch,685,3,688,0.32,260681
10,Detailed Results,TURN OUT,,,,TOTAL:,212253,1657,213910,82.06,,,,,
10,Detailed Results,West Bengal,129,Kultali,1 Ganesh Chandra Mondal,MALE,40,SC,AITC,Flowers and Grass,116581,657,117238,51.57,265561
10,Detailed Results,West Bengal,129,Kultali,2 Mintu Halder,MALE,38,SC,BJP,Lotus,69719,342,70061,30.82,265561
10,Detailed Results,West Bengal,129,Kultali,3 Ram Sankar Halder,MALE,66,SC,CPI(M),"Hammer, Sickle and Star",19926,84,20010,8.8,265561
10,Detailed Results,West Bengal,129,Kultali,4 JAYKRISHNA HALDAR,MALE,66,SC,SUCI,Battery torch,15209,97,15306,6.73,265561
10,Detailed Results,West Bengal,129,Kultali,5 KANAN BALA MONDAL,FEMALE,62,SC,BSP,Elephant,1427,5,1432,0.63,265561
10,Detailed Results,West Bengal,129,Kultali,6 NOTA,NOTA,NOTA,1045,3,1048,0.46,265561,,,
10,Detailed Results,West Bengal,129,Kultali,7 Ratan Kumar Naskar,MALE,31,SC,IND,Boat with Man and Sail,999,3,1002,0.44,265561
10,Detailed Results,West Bengal,129,Kultali,8 Kartick Mondal,MALE,34,SC,BMUP,Cot,454,4,458,0.2,265561
10,Detailed Results,West Bengal,129,Kultali,9 Gobinda Majhi,MALE,48,SC,IND,BENCH,447,3,450,0.2,265561
10,Detailed Results,West Bengal,129,Kultali,10 Bablu Sanfui,MALE,35,SC,LJP,Bungalow,345,1,346,0.15,265561
10,Detailed Results,TURN OUT,,,,TOTAL:,226152,1199,227351,85.61,,,,,
10,Detailed Results,West Bengal,130,Patharpratima,1 SAMIR KUMAR JANA,MALE,71,GENERAL,AITC,Flowers and Grass,119590,591,120181,51.85,263675
10,Detailed Results,West Bengal,130,Patharpratima,2 ASIT KUMAR HALDAR,MALE,42,SC,BJP,Lotus,97704,343,98047,42.3,263675
10,Detailed Results,West Bengal,130,Patharpratima,3 SHUKDEB BERA,MALE,66,GENERAL,INC,Hand,10120,62,10182,4.39,263675
10,Detailed Results,West Bengal,130,Patharpratima,4 NARAYAN HALDAR,MALE,54,GENERAL,SUCI,Battery torch,1654,10,1664,0.72,263675
10,Detailed Results,West Bengal,130,Patharpratima,5 NOTA,NOTA,NOTA,1213,1,1214,0.52,263675,,,
10,Detailed Results,West Bengal,130,Patharpratima,6 SRIDHAR CHANDRA BAGARI,MALE,65,GENERAL,LKSAMYP,Glass Tumbler,495,3,498,0.21,263675
10,Detailed Results,TURN OUT,,,,TOTAL:,230776,1010,231786,87.91,,,,,
10,Detailed Results,West Bengal,131,Kakdwip,1 MANTURAM PAKHIRA,MALE,57,GENERAL,AITC,Flowers and Grass,113940,553,114493,52.14,247826
10,Detailed Results,West Bengal,131,Kakdwip,2 DIPANKAR JANA,MALE,51,GENERAL,BJP,Lotus,88926,265,89191,40.62,247826
10,Detailed Results,West Bengal,131,Kakdwip,3 INDRANIL ROUT,MALE,26,GENERAL,INC,Hand,12208,26,12234,5.57,247826
10,Detailed Results,West Bengal,131,Kakdwip,4 PARBATI BHUNIA,FEMALE,55,GENERAL,BSP,Elephant,1628,2,1630,0.74,247826
10,Detailed Results,West Bengal,131,Kakdwip,5 JHANTU MAITY,MALE,49,GENERAL,SUCI,Battery torch,1023,3,1026,0.47,247826
10,Detailed Results,West Bengal,131,Kakdwip,6 NOTA,NOTA,NOTA,1018,5,1023,0.47,247826,,,
10,Detailed Results,TURN OUT,,,,TOTAL:,218743,854,219597,88.61,,,,,
10,Detailed Results,West Bengal,132,Sagar,1 BANKIM CHANDRA HAZRA,MALE,71,GENERAL,AITC,Flowers and Grass,127861,1139,129000,53.96,274715
10,Detailed Results,West Bengal,132,Sagar,2 KAMILA BIKASH,MALE,51,GENERAL,BJP,Lotus,98496,658,99154,41.48,274715
10,Detailed Results,West Bengal,132,Sagar,3 SK MUKLESUR RAHAMAN,MALE,44,GENERAL,CPI(M),"Hammer, Sickle and Star",9033,63,9096,3.8,274715
10,Detailed Results,West Bengal,132,Sagar,4 NOTA,NOTA,NOTA,1023,2,1025,0.43,274715,,,
10,Detailed Results,West Bengal,132,Sagar,5 SWARAJ DAS,MALE,57,GENERAL,SUCI,Battery torch,787,5,792,0.33,274715
10,Detailed Results,TURN OUT,,,,TOTAL:,237200,1867,239067,87.02,,,,,
10,Detailed Results,West Bengal,133,Kulpi,1 JOGARANJAN HALDER,MALE,67,GENERAL,AITC,Flowers and Grass,96029,548,96577,50.01,220144
10,Detailed Results,West Bengal,133,Kulpi,2 PRANAB KUMAR MALLIK,MALE,48,GENERAL,BJP,Lotus,62405,354,62759,32.5,220144
10,Detailed Results,West Bengal,133,Kulpi,3 SIRAJ UDDIN GAZI,MALE,53,GENERAL,RSSCMJP,Envelope,29880,81,29961,15.51,220144
10,Detailed Results,West Bengal,133,Kulpi,4 NOTA,NOTA,NOTA,1683,2,1685,0.87,220144,,,
10,Detailed Results,West Bengal,133,Kulpi,5 RANAJIT SINGHA,MALE,43,GENERAL,SUCI,Battery torch,1189,2,1191,0.62,220144
10,Detailed Results,West Bengal,133,Kulpi,6 MRINMAY MANDAL,MALE,39,SC,IND,Helicopter,956,1,957,0.5,220144
10,Detailed Results,TURN OUT,,,,TOTAL:,192142,988,193130,87.73,,,,,
10,Detailed Results,West Bengal,134,Raidighi,1 ALOKE JALDATA,MALE,54,SC,AITC,Flowers and Grass,114651,1056,115707,48.47,273558
10,Detailed Results,West Bengal,134,Raidighi,2 SANTANU BAPULI,MALE,54,GENERAL,BJP,Lotus,79602,537,80139,33.57,273558
10,Detailed Results,West Bengal,134,Raidighi,3 KANTI GANGULY,MALE,77,GENERAL,CPI(M),"Hammer, Sickle and Star",36689,242,36931,15.47,273558
10,Detailed Results,West Bengal,134,Raidighi,4 GUNASINDHU HALDAR,MALE,71,SC,SUCI,Battery torch,2818,44,2862,1.2,273558
10,Detailed Results,West Bengal,134,Raidighi,5 NOTA,NOTA,NOTA,1457,5,1462,0.61,273558,,,
10,Detailed Results,West Bengal,134,Raidighi,6 MINTU MISTRI,MALE,43,SC,BSP,Elephant,793,2,795,0.33,273558
10,Detailed Results,West Bengal,134,Raidighi,7 SOUVIK BAPULI,MALE,26,GENERAL,IND,Football,530,2,532,0.22,273558
10,Detailed Results,West Bengal,134,Raidighi,8 BABLU HALDAR,MALE,37,SC,IND,Cauliflower,290,2,292,0.12,273558
10,Detailed Results,TURN OUT,,,,TOTAL:,236830,1890,238720,87.26,,,,,
10,Detailed Results,West Bengal,135,Mandirbazar,1 JOYDEB HALDER,MALE,45,SC,AITC,Flowers and Grass,95309,525,95834,48.04,229129
10,Detailed Results,West Bengal,135,Mandirbazar,2 DILIP KUMAR JATUA,MALE,51,SC,BJP,Lotus,72001,341,72342,36.26,229129
10,Detailed Results,West Bengal,135,Mandirbazar,3 SANCHAY KUMAR SARKAR,MALE,55,SC,RSSCMJP,Envelope,25334,63,25397,12.73,229129
10,Detailed Results,West Bengal,135,Mandirbazar,4 NOTA,NOTA,NOTA,1822,0,1822,0.91,229129,,,
10,Detailed Results,West Bengal,135,Mandirbazar,5 SISIR KUMAR MONDAL,MALE,58,SC,SUCI,Battery torch,1112,5,1117,0.56,229129
10,Detailed Results,West Bengal,135,Mandirbazar,6 SOUMEN SARKAR,MALE,45,SC,BSP,Elephant,858,2,860,0.43,229129
10,Detailed Results,West Bengal,135,Mandirbazar,7 SUBESH KUMAR HALDER,MALE,40,SC,IND,Football Player,807,1,808,0.41,229129
10,Detailed Results,West Bengal,135,Mandirbazar,8 PARTHA HALDER,MALE,34,SC,BMUP,Cot,439,2,441,0.22,229129
10,Detailed Results,West Bengal,135,Mandirbazar,9 PABITRA HALDER,MALE,44,SC,IND,Football,317,2,319,0.16,229129
10,Detailed Results,West Bengal,135,Mandirbazar,10 SANJAY HALDER,MALE,45,SC,IND,Pen Drive,311,1,312,0.16,229129
10,Detailed Results,West Bengal,135,Mandirbazar,11 MONGAL NASKAR,MALE,30,SC,RPI(A),Apple,236,2,238,0.12,229129
10,Detailed Results,TURN OUT,,,,TOTAL:,198546,944,199490,87.06,,,,,
10,Detailed Results,West Bengal,136,Jaynagar,1 BISWANATH DAS,MALE,55,SC,AITC,Flowers and Grass,104527,425,104952,51.85,239968
10,Detailed Results,West Bengal,136,Jaynagar,2 RABIN SARDAR,MALE,54,SC,BJP,Lotus,65943,326,66269,32.74,239968
10,Detailed Results,West Bengal,136,Jaynagar,3 APURBA PRAMANIK (APU),MALE,32,SC,CPI(M),"Hammer, Sickle and Star",17308,60,17368,8.58,239968
10,Detailed Results,West Bengal,136,Jaynagar,4 TARUN KANTI NASKAR,MALE,63,SC,SUCI,Battery torch,9354,69,9423,4.65,239968
10,Detailed Results,West Bengal,136,Jaynagar,5 SWAPAN KUMAR NASKAR,MALE,42,SC,IND,Football,1433,2,1435,0.71,239968
10,Detailed Results,West Bengal,136,Jaynagar,6 NOTA,NOTA,NOTA,1162,2,1164,0.58,239968,,,
10,Detailed Results,West Bengal,136,Jaynagar,7 SANKAR DEB MONDAL,MALE,66,SC,BSP,Elephant,809,2,811,0.4,239968
10,Detailed Results,West Bengal,136,Jaynagar,8 MONOTOSH NASKAR,MALE,64,SC,BMUP,Cot,571,3,574,0.28,239968
10,Detailed Results,West Bengal,136,Jaynagar,9 UTPAL MANDAL,MALE,35,SC,LJP,Bungalow,245,3,248,0.12,239968
10,Detailed Results,West Bengal,136,Jaynagar,10 AMITAV NASKAR,MALE,35,SC,RPI(A),Apple,186,1,187,0.09,239968
10,Detailed Results,TURN OUT,,,,TOTAL:,201538,893,202431,84.36,,,,,
10,Detailed Results,West Bengal,137,Baruipur Purba,1 BIVAS SARDAR (VOBO),MALE,45,SC,AITC,Flowers and Grass,122337,906,123243,54.75,265091
10,Detailed Results,West Bengal,137,Baruipur Purba,2 CHANDAN MONDAL,MALE,46,SC,BJP,Lotus,73238,364,73602,32.7,265091
10,Detailed Results,West Bengal,137,Baruipur Purba,3 SWAPAN NASKAR,MALE,49,SC,CPI(M),"Hammer, Sickle and Star",21365,102,21467,9.54,265091
10,Detailed Results,West Bengal,137,Baruipur Purba,4 NOTA,NOTA,NOTA,1851,4,1855,0.82,265091,,,
10,Detailed Results,West Bengal,137,Baruipur Purba,5 SNEHASIS SAHA,MALE,26,SC,IND,Clip,1624,3,1627,0.72,265091
10,Detailed Results,West Bengal,137,Baruipur Purba,6 JOYDEV NASKAR,MALE,50,SC,SUCI,Battery torch,1513,12,1525,0.68,265091
10,Detailed Results,West Bengal,137,Baruipur Purba,7 SANKAR DEB MONDAL,MALE,66,SC,BSP,Elephant,1389,4,1393,0.62,265091
10,Detailed Results,West Bengal,137,Baruipur Purba,8 CHINMAY NASKAR,MALE,37,SC,IND,Bat,399,3,402,0.18,265091
10,Detailed Results,TURN OUT,,,,TOTAL:,223716,1398,225114,84.92,,,,,
10,Detailed Results,West Bengal,138,Canning Paschim,1 Paresh Ram Das,MALE,43,SC,AITC,Flowers and Grass,110418,641,111059,50.86,257681
10,Detailed Results,West Bengal,138,Canning Paschim,2 ARNAB ROY,MALE,60,SC,BJP,Lotus,75414,402,75816,34.72,257681
10,Detailed Results,West Bengal,138,Canning Paschim,3 MEGHNATH HALDER,MALE,63,SC,IND,Envelope,13378,12,13390,6.13,257681
10,Detailed Results,West Bengal,138,Canning Paschim,4 PROTAP CHANDRA MONDAL,MALE,62,SC,INC,Hand,11862,46,11908,5.45,257681
10,Detailed Results,West Bengal,138,Canning Paschim,5 NOTA,NOTA,NOTA,3026,6,3032,1.39,257681,,,
10,Detailed Results,West Bengal,138,Canning Paschim,6 NARAYAN NASKAR,MALE,43,SC,SUCI,Battery torch,1948,15,1963,0.9,257681
10,Detailed Results,West Bengal,138,Canning Paschim,7 MAYA BAG,FEMALE,45,SC,IND,CHAIN,753,6,759,0.35,257681
10,Detailed Results,West Bengal,138,Canning Paschim,8 GOPAL CHANDRA MANDAL,MALE,58,SC,IND,Bat,426,1,427,0.2,257681
10,Detailed Results,TURN OUT,,,,TOTAL:,217225,1129,218354,84.74,,,,,
10,Detailed Results,West Bengal,139,Canning Purba,1 SAOKAT MOLLA,MALE,49,GENERAL,AITC,Flowers and Grass,121562,739,122301,52.54,262349
10,Detailed Results,West Bengal,139,Canning Purba,2 GAZI SHAHABUDDIN SIRAJI,MALE,33,GENERAL,RSSCMJP,Envelope,69154,140,69294,29.77,262349
10,Detailed Results,West Bengal,139,Canning Purba,3 KALIPADA NASKAR,MALE,37,SC,BJP,Lotus,34306,197,34503,14.82,262349
10,Detailed Results,West Bengal,139,Canning Purba,4 RAFIK AKUNJE,MALE,54,GENERAL,SUCI,Battery torch,2670,16,2686,1.15,262349
10,Detailed Results,West Bengal,139,Canning Purba,5 NOTA,NOTA,NOTA,2258,9,2267,0.97,262349,,,
10,Detailed Results,West Bengal,139,Canning Purba,6 AJAY HALDAR,MALE,36,GENERAL,IND,Bat,1708,7,1715,0.74,262349
10,Detailed Results,TURN OUT,,,,TOTAL:,231658,1108,232766,88.72,,,,,
10,Detailed Results,West Bengal,140,Baruipur Paschim,1 BIMAN BANERJEE,MALE,72,GENERAL,AITC,Flowers and Grass,120184,822,121006,57.27,253749
10,Detailed Results,West Bengal,140,Baruipur Paschim,2 DEBOPAM CHATTOPADHYAYA(BABU),MALE,52,GENERAL,BJP,Lotus,58774,322,59096,27.97,253749
10,Detailed Results,West Bengal,140,Baruipur Paschim,3 MD LAHEK ALI,MALE,39,GENERAL,CPI(M),"Hammer, Sickle and Star",25458,181,25639,12.13,253749
10,Detailed Results,West Bengal,140,Baruipur Paschim,4 RANESWAR DAS,MALE,64,GENERAL,IND,Auto- Rickshaw,1766,3,1769,0.84,253749
10,Detailed Results,West Bengal,140,Baruipur Paschim,5 NOTA,NOTA,NOTA,1528,8,1536,0.73,253749,,,
10,Detailed Results,West Bengal,140,Baruipur Paschim,6 AJIT BAUL,MALE,36,SC,BSP,Elephant,910,2,912,0.43,253749
10,Detailed Results,West Bengal,140,Baruipur Paschim,7 SUKUMAR NASKAR,MALE,40,SC,IND,Pineapple,550,1,551,0.26,253749
10,Detailed Results,West Bengal,140,Baruipur Paschim,8 MUKUL MONDAL,MALE,44,SC,IND,CAN,398,1,399,0.19,253749
10,Detailed Results,West Bengal,140,Baruipur Paschim,9 ANANDA KUNDU,MALE,53,GENERAL,IND,Apple,384,1,385,0.18,253749
10,Detailed Results,TURN OUT,,,,TOTAL:,209952,1341,211293,83.27,,,,,
10,Detailed Results,West Bengal,141,Magrahat Purba,1 NAMITA SAHA,FEMALE,68,SC,AITC,Flowers and Grass,110331,614,110945,53.82,242530
10,Detailed Results,West Bengal,141,Magrahat Purba,2 CHANDAN KUMAR NASKAR,MALE,41,SC,BJP,Lotus,56541,325,56866,27.58,242530
10,Detailed Results,West Bengal,141,Magrahat Purba,3 CHANDAN SAHA,MALE,42,SC,CPI(M),"Hammer, Sickle and Star",33665,157,33822,16.41,242530
10,Detailed Results,West Bengal,141,Magrahat Purba,4 NOTA,NOTA,NOTA,1480,0,1480,0.72,242530,,,
10,Detailed Results,West Bengal,141,Magrahat Purba,5 SANJAY MANDAL,MALE,43,SC,SUCI,Battery torch,1203,6,1209,0.59,242530
10,Detailed Results,West Bengal,141,Magrahat Purba,6 SUDIPTA SANFUI,MALE,46,SC,IND,Apple,935,4,939,0.46,242530
10,Detailed Results,West Bengal,141,Magrahat Purba,7 SOMNATH SARKAR,MALE,62,SC,IND,BUCKET,457,2,459,0.22,242530
10,Detailed Results,West Bengal,141,Magrahat Purba,8 BISWAJIT BISWAS,MALE,26,SC,IND,Pan,430,3,433,0.21,242530
10,Detailed Results,TURN OUT,,,,TOTAL:,205042,1111,206153,85,,,,,
10,Detailed Results,West Bengal,142,Magrahat Paschim,1 GIAS UDDIN MOLLA,MALE,64,GENERAL,AITC,Flowers and Grass,95974,1032,97006,49.93,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,2 DHURJATI SAHA (MANAS),MALE,60,SC,BJP,Lotus,49696,369,50065,25.77,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,3 MAIDUL ISLAM MOLLA,MALE,38,GENERAL,RSSCMJP,Envelope,40526,159,40685,20.94,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,4 NOTA,NOTA,NOTA,2280,6,2286,1.18,229437,,,
10,Detailed Results,West Bengal,142,Magrahat Paschim,5 HABUL KUMAR MANDAL,MALE,51,SC,IND,Almirah,914,6,920,0.47,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,6 SAMBHU NATH KANJI,MALE,35,SC,IND,Bat,837,2,839,0.43,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,7 AHAMMAD SARDAR,MALE,68,GENERAL,SUCI,Battery torch,614,1,615,0.32,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,8 SAMSUL HUDA LASKAR,MALE,49,GENERAL,IND,Gas Cylinder,606,1,607,0.31,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,9 HAJI MURSID UDDIN SEKH,MALE,34,GENERAL,IND,Football Player,528,10,538,0.28,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,10 HARAN BISWAS,MALE,69,SC,PDS,Football,511,1,512,0.26,229437
10,Detailed Results,West Bengal,142,Magrahat Paschim,11 PALASH HALDER,MALE,35,SC,IND,Cake,206,3,209,0.11,229437
10,Detailed Results,TURN OUT,,,,TOTAL:,192692,1590,194282,84.68,,,,,
10,Detailed Results,West Bengal,143,Diamond Harbour,1 PANNALAL HALDER,MALE,70,GENERAL,AITC,Flowers and Grass,98032,446,98478,43.69,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,2 DIPAK KUMAR HALDER,MALE,55,GENERAL,BJP,Lotus,81098,384,81482,36.15,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,3 PRATIK UR RAHAMAN,MALE,30,GENERAL,CPI(M),"Hammer, Sickle and Star",38612,107,38719,17.18,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,4 SAFIULLA KHAN,MALE,42,GENERAL,IND,CAN,1585,0,1585,0.7,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,5 NOTA,NOTA,NOTA,1446,3,1449,0.64,255132,,,
10,Detailed Results,West Bengal,143,Diamond Harbour,6 GOLAM ALI SEKH,MALE,58,GENERAL,BSP,Elephant,1086,2,1088,0.48,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,7 SWAPAN MONDAL,MALE,57,GENERAL,IND,Tube light,800,0,800,0.35,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,8 LATAB UDDIN MOLLA,MALE,40,GENERAL,IND,Helicopter,750,4,754,0.33,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,9 MONARAMA HALDER,FEMALE,37,GENERAL,SUCI,Battery torch,469,0,469,0.21,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,10 BISWAJIT SARDAR,MALE,27,SC,IND,BUCKET,234,0,234,0.1,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,11 SACHINDRA NATH HALDER,MALE,55,SC,RPI(A),Apple,174,0,174,0.08,255132
10,Detailed Results,West Bengal,143,Diamond Harbour,12 KISHOR KUMAR MONDAL,MALE,32,SC,IND,Balloon,164,1,165,0.07,255132
10,Detailed Results,TURN OUT,,,,TOTAL:,224450,947,225397,88.35,,,,,
10,Detailed Results,West Bengal,144,Falta,1 SANKAR KUMAR NASKAR,MALE,68,GENERAL,AITC,Flowers and Grass,116077,1102,117179,56.35,236768
10,Detailed Results,West Bengal,144,Falta,2 BIDHAN PARUI,MALE,40,SC,BJP,Lotus,76033,372,76405,36.75,236768
10,Detailed Results,West Bengal,144,Falta,3 ABDUR RAZZAK MOLLA,MALE,59,GENERAL,INC,Hand,7413,39,7452,3.58,236768
10,Detailed Results,West Bengal,144,Falta,4 M. RAQUIBUL HASAN MALLICK,MALE,37,GENERAL,IND,Batsman,1674,3,1677,0.81,236768
10,Detailed Results,West Bengal,144,Falta,5 NOTA,NOTA,NOTA,1180,5,1185,0.57,236768,,,
10,Detailed Results,West Bengal,144,Falta,6 JULFIKAR SHAIK,MALE,46,GENERAL,IND,Hat,1177,6,1183,0.57,236768
10,Detailed Results,West Bengal,144,Falta,7 SANTOSH SAMANTA,MALE,34,SC,IND,DIAMOND,1019,7,1026,0.49,236768
10,Detailed Results,West Bengal,144,Falta,8 ATAL KUMAR PURKAIT,MALE,76,GENERAL,BSP,Elephant,772,4,776,0.37,236768
10,Detailed Results,West Bengal,144,Falta,9 SOMNATH MONDAL,MALE,25,SC,IND,Iron,407,4,411,0.2,236768
10,Detailed Results,West Bengal,144,Falta,10 MILAN DHUM,MALE,39,GENERAL,IND,Cot,364,1,365,0.18,236768
10,Detailed Results,West Bengal,144,Falta,11 DEEPAK RAM,MALE,26,GENERAL,IND,Brick,272,1,273,0.13,236768
10,Detailed Results,TURN OUT,,,,TOTAL:,206388,1544,207932,87.82,,,,,
10,Detailed Results,West Bengal,145,Satgachhia,1 MOHAN CHANDRA NASKAR,MALE,60,SC,AITC,Flowers and Grass,117974,661,118635,50.37,270193
10,Detailed Results,West Bengal,145,Satgachhia,2 CHANDAN PAL,MALE,64,GENERAL,BJP,Lotus,94927,390,95317,40.47,270193
10,Detailed Results,West Bengal,145,Satgachhia,3 GOUTAM PAL,MALE,57,GENERAL,CPI(M),"Hammer, Sickle and Star",16134,86,16220,6.89,270193
10,Detailed Results,West Bengal,145,Satgachhia,4 SK RABIYAL,MALE,61,GENERAL,SUCI,Battery torch,1622,3,1625,0.69,270193
10,Detailed Results,West Bengal,145,Satgachhia,5 SANJAY KUMAR SAH,MALE,38,GENERAL,BSP,Elephant,1377,2,1379,0.59,270193
10,Detailed Results,West Bengal,145,Satgachhia,6 NOTA,NOTA,NOTA,1374,3,1377,0.58,270193,,,
10,Detailed Results,West Bengal,145,Satgachhia,7 DEBAJYOTI BASU,MALE,53,GENERAL,IND,Football,990,3,993,0.42,270193
10,Detailed Results,TURN OUT,,,,TOTAL:,234398,1148,235546,87.18,,,,,
10,Detailed Results,West Bengal,146,Bishnupur,1 DILIP MONDAL,MALE,54,SC,AITC,Flowers and Grass,135620,889,136509,57.46,278650
10,Detailed Results,West Bengal,146,Bishnupur,2 AGNISWAR NASKAR,MALE,42,SC,BJP,Lotus,77379,298,77677,32.7,278650
10,Detailed Results,West Bengal,146,Bishnupur,3 JHUMA KAYAL,FEMALE,43,SC,CPI(M),"Hammer, Sickle and Star",17866,129,17995,7.57,278650
10,Detailed Results,West Bengal,146,Bishnupur,4 RABINDRANATH RANJAN,MALE,44,SC,BSP,Elephant,2697,12,2709,1.14,278650
10,Detailed Results,West Bengal,146,Bishnupur,5 NOTA,NOTA,NOTA,1861,2,1863,0.78,278650,,,
10,Detailed Results,West Bengal,146,Bishnupur,6 UTTAM NASKAR,MALE,39,SC,IND,Football,815,2,817,0.34,278650
10,Detailed Results,TURN OUT,,,,TOTAL:,236238,1332,237570,85.26,,,,,
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,1 ARUNDHUTI MAITRA (LOVELY),FEMALE,30,GENERAL,AITC,Flowers and Grass,108408,814,109222,46.92,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,2 ANJANA BASU,FEMALE,49,GENERAL,BJP,Lotus,82518,523,83041,35.67,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,3 SHUVAM BANERJEE,MALE,31,GENERAL,CPI,Ears of Corn And Sickle,31467,311,31778,13.65,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,4 NOTA,NOTA,NOTA,2541,9,2550,1.1,288263,,,
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,5 SHAMPA DAS,FEMALE,25,GENERAL,IND,Brick,1901,6,1907,0.82,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,6 BIMAL KRISHNA MANDAL,MALE,61,SC,BSP,Elephant,1099,11,1110,0.48,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,7 DILIP KUMAR ROY,MALE,53,SC,IND,CCTV Camera,600,1,601,0.26,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,8 RANGALAL BARIK,MALE,36,GENERAL,IND,BOX,501,1,502,0.22,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,9 PROVASH MONDAL,MALE,55,SC,IND,Gas Cylinder,500,0,500,0.21,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,10 DIBAKAR HALDER,MALE,63,SC,SUCI,Battery torch,436,5,441,0.19,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,11 TRAYEE PRADHAN,FEMALE,30,GENERAL,RTORP,Pressure Cooker,369,3,372,0.16,288263
10,Detailed Results,West Bengal,147,Sonarpur Dakshin,12 UTTAM SAMUL,MALE,43,GENERAL,IND,Chappals,315,1,316,0.14,288263
